time,Cpy,Cpoc,Cpon,Cpop,Cdoc,Cdon,Cdop,Cam,Cni,Cph,Cox
2/18/2023,0.102550071,0.612966569,0.088302181,0.008146114,8.263,3.94926,0.001716667,0.077173333,3.240566667,0.034966667,15.38
3/7/2023,0.2925185,1.542758748,0.17043018,0.019674667,8.502,4.268973333,0.01938,0.0566824,3.759066667,0.016166667,15.42
3/14/2023,0.2871375,1.22737329,0.174775799,0.0108875,8.297666667,3.821332667,0.009223333,0.037333333,2.931866667,0.027666667,13.3
3/21/2023,0.316970833,1.160875851,0.080133654,0.013139336,7.491666667,2.938992,0.01494,0.055383,2.182933333,0.0142,12.42
3/28/2023,0.401487833,1.209113296,0.119233022,0.02828646,8.029333333,2.667326667,0.005423333,0.0496035,2.225371667,0.024233333,12.13
4/6/2023,0.350069063,1.596368613,0.225250618,0.019085449,9.162,3.71462,0.01465355,0.0457505,2.699333333,0.0192,12.21
4/12/2023,0.411915563,1.437265463,0.16293152,0.009587558,8.895,3.528653333,0.006426667,0.0403563,2.5162,0.018166667,11.9
4/17/2023,0.540741429,1.485849938,0.21667609,0.016456222,8.974,2.419662,0.002566667,0.0607772,2.062745333,0.01996,13.9
5/21/2023,3.9018051,3.578932027,0.583500054,0.041590469,8.020666667,0.81844,0.016776667,0.0449799,0.2126,0.005233333,12.59
6/22/2023,1.328745375,3.601208749,0.453858844,0.036768485,7.633666667,0.486533333,0.007542196,0.0388151,0.015625,0.006533333,8.69
7/8/2023,0.502242857,2.93,0.4,0.097943981,8.255,0.53074,0.01,0.0218913,0.0209,0.021333333,4.84
7/15/2023,1.157663143,1.459556422,0.373948993,0.02265603,8.174333333,0.7103,0.021733333,0.016046633,0.183766667,0.0289,8.35
7/29/2023,0.362791313,0.712801345,0.169749759,0.005646225,7.146666667,1.0615,0.014373333,0.033580633,0.4503,0.094333333,5.47
8/14/2023,1.123423714,2.418938671,0.327609783,0.02929578,4.637,0.261,0.009446337,0.0061107,0.0028,0.0783,5.19
8/25/2023,1.69833775,3.810961168,0.522257084,0.046477864,7.081666667,0.5176,0.018064647,0.007029,0.00925,0.064,7.83
9/18/2023,2.534619857,5.75230944,0.672265107,0.058324299,6.005,0.626266667,0.004703067,0.0084695,0.004266667,0.010933333,10.74
10/15/2023,0.669091071,0.95737001,0.151113143,0.010037795,5.988666667,0.721133333,0.027664669,0.009408,0.460906667,0.069066667,11.26
11/17/2023,0.18606495,0.642060796,0.104696204,0.00940412,4.889,0.799866667,0.02,0.046445333,0.5902,0.074566667,10.2
12/22/2023,0.131695833,0.765,0.11,0.01118,7.164333333,1.955333333,0.010938941,0.084266667,1.4108,0.042233333,12.21
