time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1/11/2012,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811,0.302851811
1/12/2012,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662,0.30453662
1/13/2012,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639,0.306284639
1/14/2012,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425,0.30809425
1/15/2012,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824,0.309963824
1/16/2012,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722,0.311891722
1/17/2012,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297,0.313876297
1/18/2012,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902,0.315915902
1/19/2012,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891,0.318008891
1/20/2012,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626,0.320153626
1/21/2012,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477,0.322348477
1/22/2012,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825,0.324591825
1/23/2012,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069,0.326882069
1/24/2012,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625,0.329217625
1/25/2012,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929,0.331596929
1/26/2012,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441,0.334018441
1/27/2012,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645,0.336480645
1/28/2012,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052,0.338982052
1/29/2012,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199,0.341521199
1/30/2012,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656,0.344096656
1/31/2012,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021,0.346707021
2/1/2012,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924,0.349350924
2/2/2012,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029,0.352027029
2/3/2012,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032,0.354734032
2/4/2012,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661,0.357470661
2/5/2012,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682,0.360235682
2/6/2012,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892,0.363027892
2/7/2012,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123,0.365846123
2/8/2012,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241,0.368689241
2/9/2012,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149,0.371556149
2/10/2012,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781,0.374445781
2/11/2012,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106,0.377357106
2/12/2012,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127,0.380289127
2/13/2012,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878,0.383240878
2/14/2012,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428,0.386211428
2/15/2012,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877,0.389199877
2/16/2012,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356,0.392205356
2/17/2012,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027,0.395227027
2/18/2012,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083,0.398264083
2/19/2012,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745,0.401315745
2/20/2012,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263,0.404381263
2/21/2012,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914,0.407459914
2/22/2012,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005,0.410551005
2/23/2012,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865,0.413653865
2/24/2012,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851,0.416767851
2/25/2012,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343,0.419892343
2/26/2012,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746,0.423026746
2/27/2012,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487,0.426170487
2/28/2012,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013,0.429323013
2/29/2012,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794,0.432483794
3/1/2012,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232,0.43565232
3/2/2012,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098,0.438828098
3/3/2012,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655,0.442010655
3/4/2012,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535,0.445199535
3/5/2012,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297,0.448394297
3/6/2012,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516,0.451594516
3/7/2012,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782,0.454799782
3/8/2012,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698,0.458009698
3/9/2012,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879,0.461223879
3/10/2012,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952,0.464441952
3/11/2012,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556,0.467663556
3/12/2012,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338,0.470888338
3/13/2012,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955,0.474115955
3/14/2012,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072,0.477346072
3/15/2012,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361,0.480578361
3/16/2012,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499,0.483812499
